Width,step,V(drain),V(gate),V(source),V(body),I(Vd),I(Vg),I(Vs),I(Vb)
1w,0.01,-0.01,0.0,0.0,0.0,1.705992e-10,-1.12183e-12,-1.69477e-10,3.023908e-20
1w,0.02,-0.02,0.0,0.0,0.0,3.081513e-10,-2.4006e-12,-3.05751e-10,8.040501e-21
1w,0.03,-0.03,0.0,0.0,0.0,4.150391e-10,-3.84108e-12,-4.11198e-10,-1.82489e-20
1w,0.04,-0.04,0.0,0.0,0.0,4.958883e-10,-5.44817e-12,-4.9044e-10,-5.07698e-20
1w,0.05,-0.05,0.0,0.0,0.0,5.57017e-10,-7.22684e-12,-5.4979e-10,-9.06292e-20
1w,0.06,-0.06,0.0,0.0,0.0,6.048695e-10,-9.18217e-12,-5.95687e-10,-1.37938e-19
1w,0.07,-0.07,0.0,0.0,0.0,6.445977e-10,-1.13194e-11,-6.33278e-10,-1.92225e-19
1w,0.08,-0.08,0.0,0.0,0.0,6.796701e-10,-1.36437e-11,-6.66026e-10,-2.52897e-19
1w,0.09,-0.09,0.0,0.0,0.0,7.122137e-10,-1.61606e-11,-6.96053e-10,-3.19483e-19
1w,0.1,-0.1,0.0,0.0,0.0,7.434931e-10,-1.88756e-11,-7.24618e-10,-3.91686e-19
1w,0.11,-0.11,0.0,0.0,0.0,7.742679e-10,-2.17942e-11,-7.52474e-10,-4.69358e-19
1w,0.12,-0.12,0.0,0.0,0.0,8.050089e-10,-2.49223e-11,-7.80087e-10,-5.52459e-19
1w,0.13,-0.13,0.0,0.0,0.0,8.36021e-10,-2.82657e-11,-8.07755e-10,-6.41026e-19
1w,0.14,-0.14,0.0,0.0,0.0,8.675113e-10,-3.18304e-11,-8.35681e-10,-7.35151e-19
1w,0.15,-0.15,0.0,0.0,0.0,8.996279e-10,-3.56225e-11,-8.64005e-10,-8.34962e-19
1w,0.16,-0.16,0.0,0.0,0.0,9.324818e-10,-3.96483e-11,-8.92834e-10,-9.40621e-19
1w,0.17,-0.17,0.0,0.0,0.0,9.661605e-10,-4.3914e-11,-9.22247e-10,-1.05231e-18
1w,0.18,-0.18,0.0,0.0,0.0,1.000736e-09,-4.84262e-11,-9.5231e-10,-1.17023e-18
1w,0.19,-0.19,0.0,0.0,0.0,1.036271e-09,-5.31914e-11,-9.83079e-10,-1.29461e-18
1w,0.2,-0.2,0.0,0.0,0.0,1.072818e-09,-5.82166e-11,-1.0146e-09,-1.42567e-18
1w,0.21,-0.21,0.0,0.0,0.0,1.110429e-09,-6.35085e-11,-1.04692e-09,-1.56367e-18
1w,0.22,-0.22,0.0,0.0,0.0,1.149151e-09,-6.90741e-11,-1.08008e-09,-1.70888e-18
1w,0.23,-0.23,0.0,0.0,0.0,1.189026e-09,-7.49207e-11,-1.11411e-09,-1.86155e-18
1w,0.24,-0.24,0.0,0.0,0.0,1.230099e-09,-8.10556e-11,-1.14904e-09,-2.02199e-18
1w,0.25,-0.25,0.0,0.0,0.0,1.272412e-09,-8.74862e-11,-1.18493e-09,-2.1905e-18
1w,0.26,-0.26,0.0,0.0,0.0,1.316005e-09,-9.42202e-11,-1.22179e-09,-2.36738e-18
1w,0.27,-0.27,0.0,0.0,0.0,1.360921e-09,-1.01265e-10,-1.25966e-09,-2.55297e-18
1w,0.28,-0.28,0.0,0.0,0.0,1.407201e-09,-1.08629e-10,-1.29857e-09,-2.74759e-18
1w,0.29,-0.29,0.0,0.0,0.0,1.454886e-09,-1.1632e-10,-1.33857e-09,-2.9516e-18
1w,0.3,-0.3,0.0,0.0,0.0,1.504018e-09,-1.24347e-10,-1.37967e-09,-3.16537e-18
1w,0.31,-0.31,0.0,0.0,0.0,1.55464e-09,-1.32717e-10,-1.42192e-09,-3.38927e-18
1w,0.32,-0.32,0.0,0.0,0.0,1.606795e-09,-1.4144e-10,-1.46535e-09,-3.6237e-18
1w,0.33,-0.33,0.0,0.0,0.0,1.660526e-09,-1.50523e-10,-1.51e-09,-3.86905e-18
1w,0.34,-0.34,0.0,0.0,0.0,1.715878e-09,-1.59977e-10,-1.5559e-09,-4.12575e-18
1w,0.35,-0.35,0.0,0.0,0.0,1.772896e-09,-1.69809e-10,-1.60309e-09,-4.39424e-18
1w,0.36,-0.36,0.0,0.0,0.0,1.831626e-09,-1.8003e-10,-1.6516e-09,-4.67495e-18
1w,0.37,-0.37,0.0,0.0,0.0,1.892115e-09,-1.90649e-10,-1.70147e-09,-4.96836e-18
1w,0.38,-0.38,0.0,0.0,0.0,1.954411e-09,-2.01675e-10,-1.75274e-09,-5.27494e-18
1w,0.39,-0.39,0.0,0.0,0.0,2.018563e-09,-2.13118e-10,-1.80545e-09,-5.5952e-18
1w,0.4,-0.4,0.0,0.0,0.0,2.084621e-09,-2.24988e-10,-1.85963e-09,-5.92964e-18
1w,0.41,-0.41,0.0,0.0,0.0,2.152636e-09,-2.37295e-10,-1.91534e-09,-6.27881e-18
1w,0.42,-0.42,0.0,0.0,0.0,2.222661e-09,-2.5005e-10,-1.97261e-09,-6.64324e-18
1w,0.43,-0.43,0.0,0.0,0.0,2.294748e-09,-2.63264e-10,-2.03148e-09,-7.0235e-18
1w,0.44,-0.44,0.0,0.0,0.0,2.368951e-09,-2.76946e-10,-2.092e-09,-7.42019e-18
1w,0.45,-0.45,0.0,0.0,0.0,2.445328e-09,-2.91109e-10,-2.15422e-09,-7.8339e-18
1w,0.46,-0.46,0.0,0.0,0.0,2.523934e-09,-3.05763e-10,-2.21817e-09,-8.26527e-18
1w,0.47,-0.47,0.0,0.0,0.0,2.604828e-09,-3.2092e-10,-2.28391e-09,-8.71493e-18
1w,0.48,-0.48,0.0,0.0,0.0,2.688069e-09,-3.3659e-10,-2.35148e-09,-9.18356e-18
1w,0.49,-0.49,0.0,0.0,0.0,2.773719e-09,-3.52788e-10,-2.42093e-09,-9.67185e-18
1w,0.5,-0.5,0.0,0.0,0.0,2.861839e-09,-3.69523e-10,-2.49232e-09,-1.01805e-17
1w,0.51,-0.51,0.0,0.0,0.0,2.952493e-09,-3.86809e-10,-2.56568e-09,-1.07102e-17
1w,0.52,-0.52,0.0,0.0,0.0,3.045746e-09,-4.04658e-10,-2.64109e-09,-1.12619e-17
1w,0.53,-0.53,0.0,0.0,0.0,3.141665e-09,-4.23083e-10,-2.71858e-09,-1.18361e-17
1w,0.54,-0.54,0.0,0.0,0.0,3.240318e-09,-4.42097e-10,-2.79822e-09,-1.24338e-17
1w,0.55,-0.55,0.0,0.0,0.0,3.341774e-09,-4.61713e-10,-2.88006e-09,-1.30558e-17
1w,0.56,-0.56,0.0,0.0,0.0,3.446105e-09,-4.81945e-10,-2.96416e-09,-1.37029e-17
1w,0.57,-0.57,0.0,0.0,0.0,3.553383e-09,-5.02807e-10,-3.05058e-09,-1.4376e-17
1w,0.58,-0.58,0.0,0.0,0.0,3.663683e-09,-5.24311e-10,-3.13937e-09,-1.50761e-17
1w,0.59,-0.59,0.0,0.0,0.0,3.777081e-09,-5.46474e-10,-3.23061e-09,-1.58041e-17
1w,0.6,-0.6,0.0,0.0,0.0,3.893655e-09,-5.69309e-10,-3.32435e-09,-1.65609e-17
1w,0.61,-0.61,0.0,0.0,0.0,4.013483e-09,-5.92831e-10,-3.42065e-09,-1.73475e-17
1w,0.62,-0.62,0.0,0.0,0.0,4.136649e-09,-6.17055e-10,-3.51959e-09,-1.81651e-17
1w,0.63,-0.63,0.0,0.0,0.0,4.263234e-09,-6.41997e-10,-3.62124e-09,-1.90146e-17
1w,0.64,-0.64,0.0,0.0,0.0,4.393324e-09,-6.67673e-10,-3.72565e-09,-1.98971e-17
1w,0.65,-0.65,0.0,0.0,0.0,4.527006e-09,-6.94097e-10,-3.83291e-09,-2.08138e-17
1w,0.66,-0.66,0.0,0.0,0.0,4.664369e-09,-7.21287e-10,-3.94308e-09,-2.17659e-17
1w,0.67,-0.67,0.0,0.0,0.0,4.805504e-09,-7.49259e-10,-4.05624e-09,-2.27545e-17
1w,0.68,-0.68,0.0,0.0,0.0,4.950504e-09,-7.7803e-10,-4.17247e-09,-2.37809e-17
1w,0.69,-0.69,0.0,0.0,0.0,5.099464e-09,-8.07616e-10,-4.29185e-09,-2.48463e-17
1w,0.7,-0.7,0.0,0.0,0.0,5.252483e-09,-8.38036e-10,-4.41445e-09,-2.59521e-17
1w,0.71,-0.71,0.0,0.0,0.0,5.409659e-09,-8.69308e-10,-4.54035e-09,-2.70996e-17
1w,0.72,-0.72,0.0,0.0,0.0,5.571095e-09,-9.01448e-10,-4.66965e-09,-2.82902e-17
1w,0.73,-0.73,0.0,0.0,0.0,5.736896e-09,-9.34477e-10,-4.80242e-09,-2.95253e-17
1w,0.74,-0.74,0.0,0.0,0.0,5.907168e-09,-9.68412e-10,-4.93876e-09,-3.08064e-17
1w,0.75,-0.75,0.0,0.0,0.0,6.082021e-09,-1.00327e-09,-5.07875e-09,-3.21351e-17
1w,0.76,-0.76,0.0,0.0,0.0,6.261567e-09,-1.03908e-09,-5.22249e-09,-3.35128e-17
1w,0.77,-0.77,0.0,0.0,0.0,6.445921e-09,-1.07585e-09,-5.37007e-09,-3.49413e-17
1w,0.78,-0.78,0.0,0.0,0.0,6.635201e-09,-1.1136e-09,-5.5216e-09,-3.6422e-17
1w,0.79,-0.79,0.0,0.0,0.0,6.829528e-09,-1.15236e-09,-5.67716e-09,-3.79568e-17
1w,0.8,-0.8,0.0,0.0,0.0,7.029026e-09,-1.19215e-09,-5.83687e-09,-3.95474e-17
1w,0.81,-0.81,0.0,0.0,0.0,7.233822e-09,-1.23299e-09,-6.00083e-09,-4.11956e-17
1w,0.82,-0.82,0.0,0.0,0.0,7.444047e-09,-1.27489e-09,-6.16915e-09,-4.29033e-17
1w,0.83,-0.83,0.0,0.0,0.0,7.659833e-09,-1.31789e-09,-6.34194e-09,-4.46723e-17
1w,0.84,-0.84,0.0,0.0,0.0,7.881319e-09,-1.362e-09,-6.51932e-09,-4.65046e-17
1w,0.85,-0.85,0.0,0.0,0.0,8.108646e-09,-1.40724e-09,-6.7014e-09,-4.84022e-17
1w,0.86,-0.86,0.0,0.0,0.0,8.341959e-09,-1.45365e-09,-6.88831e-09,-5.03671e-17
1w,0.87,-0.87,0.0,0.0,0.0,8.581408e-09,-1.50124e-09,-7.08017e-09,-5.24016e-17
1w,0.88,-0.88,0.0,0.0,0.0,8.827146e-09,-1.55004e-09,-7.27711e-09,-5.45078e-17
1w,0.89,-0.89,0.0,0.0,0.0,9.07933e-09,-1.60007e-09,-7.47926e-09,-5.6688e-17
1w,0.9,-0.9,0.0,0.0,0.0,9.338125e-09,-1.65135e-09,-7.68677e-09,-5.89444e-17
2w,0.01,-0.01,0.0,0.0,0.0,4.187434e-10,-2.75358e-12,-4.1599e-10,9.437099e-20
2w,0.02,-0.02,0.0,0.0,0.0,7.563715e-10,-5.89237e-12,-7.50479e-10,5.35822e-20
2w,0.03,-0.03,0.0,0.0,0.0,1.018732e-09,-9.4281e-12,-1.0093e-09,-1.61762e-21
2w,0.04,-0.04,0.0,0.0,0.0,1.21718e-09,-1.33728e-11,-1.20381e-09,-7.50737e-20
2w,0.05,-0.05,0.0,0.0,0.0,1.367224e-09,-1.77386e-11,-1.34948e-09,-1.68549e-19
2w,0.06,-0.06,0.0,0.0,0.0,1.48468e-09,-2.25381e-11,-1.46214e-09,-2.81668e-19
2w,0.07,-0.07,0.0,0.0,0.0,1.582194e-09,-2.77839e-11,-1.55441e-09,-4.12837e-19
2w,0.08,-0.08,0.0,0.0,0.0,1.668281e-09,-3.34891e-11,-1.63479e-09,-5.60302e-19
2w,0.09,-0.09,0.0,0.0,0.0,1.748161e-09,-3.96669e-11,-1.70849e-09,-7.22706e-19
2w,0.1,-0.1,0.0,0.0,0.0,1.824938e-09,-4.63309e-11,-1.77861e-09,-8.99184e-19
2w,0.11,-0.11,0.0,0.0,0.0,1.900476e-09,-5.34949e-11,-1.84698e-09,-1.08928e-18
2w,0.12,-0.12,0.0,0.0,0.0,1.975931e-09,-6.1173e-11,-1.91476e-09,-1.29283e-18
2w,0.13,-0.13,0.0,0.0,0.0,2.052052e-09,-6.93795e-11,-1.98267e-09,-1.50989e-18
2w,0.14,-0.14,0.0,0.0,0.0,2.129346e-09,-7.81292e-11,-2.05122e-09,-1.74065e-18
2w,0.15,-0.15,0.0,0.0,0.0,2.208177e-09,-8.74371e-11,-2.12074e-09,-1.98541e-18
2w,0.16,-0.16,0.0,0.0,0.0,2.288819e-09,-9.73184e-11,-2.1915e-09,-2.24455e-18
2w,0.17,-0.17,0.0,0.0,0.0,2.371485e-09,-1.07789e-10,-2.2637e-09,-2.51852e-18
2w,0.18,-0.18,0.0,0.0,0.0,2.456353e-09,-1.18864e-10,-2.33749e-09,-2.80779e-18
2w,0.19,-0.19,0.0,0.0,0.0,2.543573e-09,-1.30561e-10,-2.41301e-09,-3.11291e-18
2w,0.2,-0.2,0.0,0.0,0.0,2.633281e-09,-1.42895e-10,-2.49039e-09,-3.43446e-18
2w,0.21,-0.21,0.0,0.0,0.0,2.7256e-09,-1.55884e-10,-2.56972e-09,-3.77303e-18
2w,0.22,-0.22,0.0,0.0,0.0,2.820642e-09,-1.69546e-10,-2.6511e-09,-4.12929e-18
2w,0.23,-0.23,0.0,0.0,0.0,2.918519e-09,-1.83896e-10,-2.73462e-09,-4.50389e-18
2w,0.24,-0.24,0.0,0.0,0.0,3.019334e-09,-1.98955e-10,-2.82038e-09,-4.89755e-18
2w,0.25,-0.25,0.0,0.0,0.0,3.123192e-09,-2.14739e-10,-2.90845e-09,-5.31101e-18
2w,0.26,-0.26,0.0,0.0,0.0,3.230195e-09,-2.31268e-10,-2.99893e-09,-5.74503e-18
2w,0.27,-0.27,0.0,0.0,0.0,3.340443e-09,-2.4856e-10,-3.09188e-09,-6.20041e-18
2w,0.28,-0.28,0.0,0.0,0.0,3.454038e-09,-2.66636e-10,-3.1874e-09,-6.67797e-18
2w,0.29,-0.29,0.0,0.0,0.0,3.571083e-09,-2.85514e-10,-3.28557e-09,-7.17859e-18
2w,0.3,-0.3,0.0,0.0,0.0,3.691681e-09,-3.05215e-10,-3.38647e-09,-7.70315e-18
2w,0.31,-0.31,0.0,0.0,0.0,3.815935e-09,-3.25761e-10,-3.49017e-09,-8.25258e-18
2w,0.32,-0.32,0.0,0.0,0.0,3.943951e-09,-3.4717e-10,-3.59678e-09,-8.82784e-18
2w,0.33,-0.33,0.0,0.0,0.0,4.075836e-09,-3.69467e-10,-3.70637e-09,-9.42993e-18
2w,0.34,-0.34,0.0,0.0,0.0,4.2117e-09,-3.92671e-10,-3.81903e-09,-1.00599e-17
2w,0.35,-0.35,0.0,0.0,0.0,4.351653e-09,-4.16805e-10,-3.93485e-09,-1.07187e-17
2w,0.36,-0.36,0.0,0.0,0.0,4.495808e-09,-4.41893e-10,-4.05392e-09,-1.14076e-17
2w,0.37,-0.37,0.0,0.0,0.0,4.644281e-09,-4.67956e-10,-4.17633e-09,-1.21276e-17
2w,0.38,-0.38,0.0,0.0,0.0,4.79719e-09,-4.9502e-10,-4.30217e-09,-1.288e-17
2w,0.39,-0.39,0.0,0.0,0.0,4.954655e-09,-5.23107e-10,-4.43155e-09,-1.3666e-17
2w,0.4,-0.4,0.0,0.0,0.0,5.116797e-09,-5.52243e-10,-4.56455e-09,-1.44867e-17
2w,0.41,-0.41,0.0,0.0,0.0,5.283744e-09,-5.82452e-10,-4.70129e-09,-1.53436e-17
2w,0.42,-0.42,0.0,0.0,0.0,5.455622e-09,-6.1376e-10,-4.84186e-09,-1.6238e-17
2w,0.43,-0.43,0.0,0.0,0.0,5.632562e-09,-6.46193e-10,-4.98637e-09,-1.71712e-17
2w,0.44,-0.44,0.0,0.0,0.0,5.814699e-09,-6.79778e-10,-5.13492e-09,-1.81447e-17
2w,0.45,-0.45,0.0,0.0,0.0,6.002168e-09,-7.1454e-10,-5.28763e-09,-1.91601e-17
2w,0.46,-0.46,0.0,0.0,0.0,6.195111e-09,-7.50509e-10,-5.4446e-09,-2.02187e-17
2w,0.47,-0.47,0.0,0.0,0.0,6.393668e-09,-7.87712e-10,-5.60596e-09,-2.13223e-17
2w,0.48,-0.48,0.0,0.0,0.0,6.597988e-09,-8.26177e-10,-5.77181e-09,-2.24724e-17
2w,0.49,-0.49,0.0,0.0,0.0,6.808219e-09,-8.65933e-10,-5.94229e-09,-2.36708e-17
2w,0.5,-0.5,0.0,0.0,0.0,7.024513e-09,-9.07011e-10,-6.1175e-09,-2.49192e-17
2w,0.51,-0.51,0.0,0.0,0.0,7.247028e-09,-9.4944e-10,-6.29759e-09,-2.62193e-17
2w,0.52,-0.52,0.0,0.0,0.0,7.475922e-09,-9.93252e-10,-6.48267e-09,-2.75731e-17
2w,0.53,-0.53,0.0,0.0,0.0,7.71136e-09,-1.03848e-09,-6.67288e-09,-2.89825e-17
2w,0.54,-0.54,0.0,0.0,0.0,7.953508e-09,-1.08515e-09,-6.86836e-09,-3.04495e-17
2w,0.55,-0.55,0.0,0.0,0.0,8.202537e-09,-1.1333e-09,-7.06924e-09,-3.1976e-17
2w,0.56,-0.56,0.0,0.0,0.0,8.458622e-09,-1.18296e-09,-7.27567e-09,-3.35642e-17
2w,0.57,-0.57,0.0,0.0,0.0,8.721941e-09,-1.23416e-09,-7.48778e-09,-3.52163e-17
2w,0.58,-0.58,0.0,0.0,0.0,8.992677e-09,-1.28695e-09,-7.70573e-09,-3.69345e-17
2w,0.59,-0.59,0.0,0.0,0.0,9.271017e-09,-1.34135e-09,-7.92967e-09,-3.87212e-17
2w,0.6,-0.6,0.0,0.0,0.0,9.557152e-09,-1.39739e-09,-8.15976e-09,-4.05787e-17
2w,0.61,-0.61,0.0,0.0,0.0,9.851277e-09,-1.45513e-09,-8.39615e-09,-4.25094e-17
2w,0.62,-0.62,0.0,0.0,0.0,1.015359e-08,-1.51459e-09,-8.639e-09,-4.4516e-17
2w,0.63,-0.63,0.0,0.0,0.0,1.04643e-08,-1.57581e-09,-8.88849e-09,-4.6601e-17
2w,0.64,-0.64,0.0,0.0,0.0,1.078361e-08,-1.63883e-09,-9.14478e-09,-4.8767e-17
2w,0.65,-0.65,0.0,0.0,0.0,1.111174e-08,-1.70369e-09,-9.40805e-09,-5.1017e-17
2w,0.66,-0.66,0.0,0.0,0.0,1.14489e-08,-1.77043e-09,-9.67847e-09,-5.33538e-17
2w,0.67,-0.67,0.0,0.0,0.0,1.179533e-08,-1.83909e-09,-9.95624e-09,-5.57802e-17
2w,0.68,-0.68,0.0,0.0,0.0,1.215124e-08,-1.90971e-09,-1.02415e-08,-5.82993e-17
2w,0.69,-0.69,0.0,0.0,0.0,1.251687e-08,-1.98233e-09,-1.05345e-08,-6.09143e-17
2w,0.7,-0.7,0.0,0.0,0.0,1.289246e-08,-2.057e-09,-1.08355e-08,-6.36284e-17
2w,0.71,-0.71,0.0,0.0,0.0,1.327825e-08,-2.13376e-09,-1.11445e-08,-6.64448e-17
2w,0.72,-0.72,0.0,0.0,0.0,1.367451e-08,-2.21265e-09,-1.14619e-08,-6.9367e-17
2w,0.73,-0.73,0.0,0.0,0.0,1.408147e-08,-2.29372e-09,-1.17878e-08,-7.23985e-17
2w,0.74,-0.74,0.0,0.0,0.0,1.449941e-08,-2.37701e-09,-1.21224e-08,-7.5543e-17
2w,0.75,-0.75,0.0,0.0,0.0,1.49286e-08,-2.46258e-09,-1.2466e-08,-7.88041e-17
2w,0.76,-0.76,0.0,0.0,0.0,1.53693e-08,-2.55046e-09,-1.28188e-08,-8.21857e-17
2w,0.77,-0.77,0.0,0.0,0.0,1.582181e-08,-2.64072e-09,-1.31811e-08,-8.56917e-17
2w,0.78,-0.78,0.0,0.0,0.0,1.62864e-08,-2.73339e-09,-1.3553e-08,-8.93261e-17
2w,0.79,-0.79,0.0,0.0,0.0,1.676339e-08,-2.82853e-09,-1.39349e-08,-9.30933e-17
2w,0.8,-0.8,0.0,0.0,0.0,1.725306e-08,-2.92619e-09,-1.43269e-08,-9.69973e-17
2w,0.81,-0.81,0.0,0.0,0.0,1.775575e-08,-3.02642e-09,-1.47293e-08,-1.01043e-16
2w,0.82,-0.82,0.0,0.0,0.0,1.827175e-08,-3.12928e-09,-1.51425e-08,-1.05234e-16
2w,0.83,-0.83,0.0,0.0,0.0,1.880141e-08,-3.23482e-09,-1.55666e-08,-1.09576e-16
2w,0.84,-0.84,0.0,0.0,0.0,1.934506e-08,-3.34309e-09,-1.6002e-08,-1.14073e-16
2w,0.85,-0.85,0.0,0.0,0.0,1.990304e-08,-3.45415e-09,-1.64489e-08,-1.18731e-16
2w,0.86,-0.86,0.0,0.0,0.0,2.047572e-08,-3.56805e-09,-1.69077e-08,-1.23554e-16
2w,0.87,-0.87,0.0,0.0,0.0,2.106346e-08,-3.68486e-09,-1.73786e-08,-1.28548e-16
2w,0.88,-0.88,0.0,0.0,0.0,2.166663e-08,-3.80464e-09,-1.7862e-08,-1.33717e-16
2w,0.89,-0.89,0.0,0.0,0.0,2.228563e-08,-3.92744e-09,-1.83582e-08,-1.39068e-16
2w,0.9,-0.9,0.0,0.0,0.0,2.292085e-08,-4.05332e-09,-1.88675e-08,-1.44607e-16
3w,0.01,-0.01,0.0,0.0,0.0,6.668876e-10,-4.38534e-12,-6.62502e-10,1.585029e-19
3w,0.02,-0.02,0.0,0.0,0.0,1.204592e-09,-9.38415e-12,-1.19521e-09,9.912388e-20
3w,0.03,-0.03,0.0,0.0,0.0,1.622426e-09,-1.50151e-11,-1.60741e-09,1.501367e-20
3w,0.04,-0.04,0.0,0.0,0.0,1.938473e-09,-2.12974e-11,-1.91718e-09,-9.93776e-20
3w,0.05,-0.05,0.0,0.0,0.0,2.17743e-09,-2.82504e-11,-2.14918e-09,-2.46468e-19
3w,0.06,-0.06,0.0,0.0,0.0,2.36449e-09,-3.5894e-11,-2.3286e-09,-4.25398e-19
3w,0.07,-0.07,0.0,0.0,0.0,2.519791e-09,-4.42484e-11,-2.47554e-09,-6.33449e-19
3w,0.08,-0.08,0.0,0.0,0.0,2.656892e-09,-5.33345e-11,-2.60356e-09,-8.67707e-19
3w,0.09,-0.09,0.0,0.0,0.0,2.784108e-09,-6.31733e-11,-2.72093e-09,-1.12593e-18
3w,0.1,-0.1,0.0,0.0,0.0,2.906382e-09,-7.37863e-11,-2.8326e-09,-1.40668e-18
3w,0.11,-0.11,0.0,0.0,0.0,3.026684e-09,-8.51956e-11,-2.94149e-09,-1.7092e-18
3w,0.12,-0.12,0.0,0.0,0.0,3.146853e-09,-9.74236e-11,-3.04943e-09,-2.03321e-18
3w,0.13,-0.13,0.0,0.0,0.0,3.268082e-09,-1.10493e-10,-3.15759e-09,-2.37876e-18
3w,0.14,-0.14,0.0,0.0,0.0,3.391181e-09,-1.24428e-10,-3.26675e-09,-2.74616e-18
3w,0.15,-0.15,0.0,0.0,0.0,3.516727e-09,-1.39252e-10,-3.37748e-09,-3.13587e-18
3w,0.16,-0.16,0.0,0.0,0.0,3.645156e-09,-1.54989e-10,-3.49017e-09,-3.54849e-18
3w,0.17,-0.17,0.0,0.0,0.0,3.776809e-09,-1.71664e-10,-3.60515e-09,-3.98472e-18
3w,0.18,-0.18,0.0,0.0,0.0,3.911969e-09,-1.89302e-10,-3.72267e-09,-4.44535e-18
3w,0.19,-0.19,0.0,0.0,0.0,4.050876e-09,-2.0793e-10,-3.84295e-09,-4.93121e-18
3w,0.2,-0.2,0.0,0.0,0.0,4.193744e-09,-2.27574e-10,-3.96617e-09,-5.44324e-18
3w,0.21,-0.21,0.0,0.0,0.0,4.34077e-09,-2.4826e-10,-4.09251e-09,-5.98239e-18
3w,0.22,-0.22,0.0,0.0,0.0,4.492134e-09,-2.70017e-10,-4.22212e-09,-6.5497e-18
3w,0.23,-0.23,0.0,0.0,0.0,4.648011e-09,-2.92872e-10,-4.35514e-09,-7.14623e-18
3w,0.24,-0.24,0.0,0.0,0.0,4.80857e-09,-3.16854e-10,-4.49172e-09,-7.77312e-18
3w,0.25,-0.25,0.0,0.0,0.0,4.973973e-09,-3.41992e-10,-4.63198e-09,-8.43152e-18
3w,0.26,-0.26,0.0,0.0,0.0,5.144384e-09,-3.68315e-10,-4.77607e-09,-9.12268e-18
3w,0.27,-0.27,0.0,0.0,0.0,5.319965e-09,-3.95855e-10,-4.92411e-09,-9.84785e-18
3w,0.28,-0.28,0.0,0.0,0.0,5.500876e-09,-4.24642e-10,-5.07623e-09,-1.06084e-17
3w,0.29,-0.29,0.0,0.0,0.0,5.687281e-09,-4.54707e-10,-5.23257e-09,-1.14056e-17
3w,0.3,-0.3,0.0,0.0,0.0,5.879343e-09,-4.86084e-10,-5.39326e-09,-1.22409e-17
3w,0.31,-0.31,0.0,0.0,0.0,6.077229e-09,-5.18804e-10,-5.55843e-09,-1.31159e-17
3w,0.32,-0.32,0.0,0.0,0.0,6.281107e-09,-5.52901e-10,-5.72821e-09,-1.4032e-17
3w,0.33,-0.33,0.0,0.0,0.0,6.491146e-09,-5.8841e-10,-5.90274e-09,-1.49908e-17
3w,0.34,-0.34,0.0,0.0,0.0,6.707522e-09,-6.25364e-10,-6.08216e-09,-1.5994e-17
3w,0.35,-0.35,0.0,0.0,0.0,6.93041e-09,-6.63801e-10,-6.26661e-09,-1.70432e-17
3w,0.36,-0.36,0.0,0.0,0.0,7.159991e-09,-7.03755e-10,-6.45624e-09,-1.81403e-17
3w,0.37,-0.37,0.0,0.0,0.0,7.396448e-09,-7.45264e-10,-6.65118e-09,-1.92869e-17
3w,0.38,-0.38,0.0,0.0,0.0,7.63997e-09,-7.88365e-10,-6.85161e-09,-2.04851e-17
3w,0.39,-0.39,0.0,0.0,0.0,7.890746e-09,-8.33096e-10,-7.05765e-09,-2.17367e-17
3w,0.4,-0.4,0.0,0.0,0.0,8.148974e-09,-8.79498e-10,-7.26948e-09,-2.30438e-17
3w,0.41,-0.41,0.0,0.0,0.0,8.414851e-09,-9.27609e-10,-7.48724e-09,-2.44084e-17
3w,0.42,-0.42,0.0,0.0,0.0,8.688583e-09,-9.7747e-10,-7.71111e-09,-2.58327e-17
3w,0.43,-0.43,0.0,0.0,0.0,8.970377e-09,-1.02912e-09,-7.94125e-09,-2.73189e-17
3w,0.44,-0.44,0.0,0.0,0.0,9.260446e-09,-1.08261e-09,-8.17784e-09,-2.88693e-17
3w,0.45,-0.45,0.0,0.0,0.0,9.559009e-09,-1.13797e-09,-8.42104e-09,-3.04863e-17
3w,0.46,-0.46,0.0,0.0,0.0,9.866287e-09,-1.19526e-09,-8.67103e-09,-3.21722e-17
3w,0.47,-0.47,0.0,0.0,0.0,1.018251e-08,-1.2545e-09,-8.92801e-09,-3.39297e-17
3w,0.48,-0.48,0.0,0.0,0.0,1.050791e-08,-1.31576e-09,-9.19214e-09,-3.57613e-17
3w,0.49,-0.49,0.0,0.0,0.0,1.084272e-08,-1.37908e-09,-9.46364e-09,-3.76698e-17
3w,0.5,-0.5,0.0,0.0,0.0,1.118719e-08,-1.4445e-09,-9.74269e-09,-3.96579e-17
3w,0.51,-0.51,0.0,0.0,0.0,1.154156e-08,-1.51207e-09,-1.00295e-08,-4.17284e-17
3w,0.52,-0.52,0.0,0.0,0.0,1.19061e-08,-1.58185e-09,-1.03243e-08,-4.38844e-17
3w,0.53,-0.53,0.0,0.0,0.0,1.228106e-08,-1.65387e-09,-1.06272e-08,-4.61289e-17
3w,0.54,-0.54,0.0,0.0,0.0,1.26667e-08,-1.7282e-09,-1.09385e-08,-4.84651e-17
3w,0.55,-0.55,0.0,0.0,0.0,1.30633e-08,-1.80488e-09,-1.12584e-08,-5.08962e-17
3w,0.56,-0.56,0.0,0.0,0.0,1.347114e-08,-1.88397e-09,-1.15872e-08,-5.34255e-17
